-84.031056,36.284500,AN14 TOILET BOWL CAVE        ,"Len: 12000', VE: 120', Pit:  25', Nr of Pits: 2 , Topo: Demory                 , Elev: 1210',Government Park     ,Rappel/Prusik,Pit              ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.264611,35.927000,AN15 BIG TURTLE CAVE         ,"Len:   115', VE:  50', Pit:   0 , Nr of Pits: 0 , Topo: Bethel Valley          , Elev:  940',Government Owned    ,Handline     ,Large, walk-in   ,Sink                 , Geology: Maynardville Limestone                         "
-84.167639,36.098111,AN16 FARMER QUARRY CAVE      ,"Len:   250', VE:  45', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  990',Destroyed or Blocked,Normal Gear  ,Large, walk-in   ,Quarry               , Geology: Copper Ridge Dolomite                          "
-84.291278,36.009222,AN17 HORSESHOE CAVE          ,"Len:   100', VE:  13', Pit:   0 , Nr of Pits: 0 , Topo: Windrock               , Elev:  905',Private Property    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Newala Formation                               "
-84.034583,36.284750,AN18 COUNTY PARK CAVE        ,"Len:    60', VE:  25', Pit:   0 , Nr of Pits: 0 , Topo: Demory                 , Elev: 1140',Government Park     ,Normal Gear  ,Chimney/Climb    ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-84.188750,36.104778,AN19 SHARP CAVE              ,"Len:    80', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev: 1050',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Maynardville Limestone                         "
-84.186250,36.104222,AN20 SHARP ROCK SHELTER C    ,"Len:    50', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev: 1040',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.115139,36.146722,AN21 SINKING SPGS SLP C      ,"Len:    90', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1080',Private Property    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Kingsport Dolomite                             "
-84.116111,36.138611,AN22 WEAVER CAVE             ,"Len:   400', VE: 100', Pit:  50', Nr of Pits: 2 , Topo: Norris                 , Elev:  930',Private Property    ,Rappel/Prusik,Pit              ,Hillside             , Geology: Mascot Dolomite                                "
-84.015139,36.248083,AN23 SWEET POTATO CAVE       ,"Len:    50', VE:   3', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1180',Private Property    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Chepultepec Dolomite                           "
-84.138972,36.207417,AN24 CHAPMAN SINK CAVE       ,"Len:   630', VE:  60', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev:  930',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.136250,36.212556,AN25 FRITZ SLP CAVE          ,"Len:   663', VE:  34', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev:  900',Government Owned    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Copper Ridge Dolomite                          "
-84.057361,36.148389,AN26 BOWLING CAVE            ,"Len:    90', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  890',Private Property    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Rome Formation                                 "
-84.090139,36.027556,AN27 WEST BRANCH CAVE        ,"Len:    84', VE:  12', Pit:   0 , Nr of Pits: 0 , Topo: Powell                 , Elev:  900',Private Property    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Copper Ridge Dolomite                          "
-84.209583,36.051167,AN28 RADIO TOWER CAVE        ,"Len:    96', VE:   5', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  860',Private Property    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Newala Formation                               "
-84.030139,36.220611,AN29 STOOKSBURY CAVE         ,"Len:   306', VE:  19', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1070',Private Property    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Mascot Dolomite                                "
-84.222967,36.061258,AN30 DOSSETT CAVE            ,"Len:    82', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  885',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Maynardville Limestone                         "
-84.199028,36.078111,AN31 MARTIN CAVE             ,"Len:   700', VE:  65', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  980',Private Property    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Maynardville Limestone                         "
-84.092917,36.222000,AN32 NORRIS DAM CAVE NR2     ,"Len:  1045', VE:  92', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  980',Government Owned    ,Normal Gear  ,Extremely Big    ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-84.241883,36.048267,AN33 BIG MARLOW PARK C       ,"Len:   124', VE:   7', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  822',Private Property    ,Normal Gear  ,Stoop            ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.232083,36.052278,AN34 CRACK CAVE              ,"Len:    61', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  880',Private Property    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Copper Ridge Dolomite                          "
-84.138472,36.099500,AN35 ATHLETIC FIELD CAVE     ,"Len:    50', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  820',Private Property    ,Normal Gear  ,Chimney/Climb    ,Hillside             , Geology: Newala Formation                               "
-84.090694,36.137833,AN36 RIEDER LOST CREEK C     ,"Len:   400', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  860',Private Property    ,Normal Gear  ,Large, walk-in   ,Inflowing Stream     , Geology: Hurricance Bridge & Woodway Limestones Undivid "
-84.034583,36.211444,AN37 WALLACE CAVE            ,"Len:  1200', VE:  30', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1020',Private Property    ,Normal Gear  ,Chimney/Climb    ,Hillside             , Geology: Mascot Dolomite                                "
-84.264333,35.927000,AN38 LITTLE TURTLE CAVE      ,"Len:    66', VE:  30', Pit:   0 , Nr of Pits: 0 , Topo: Bethel Valley          , Elev:  930',Government Owned    ,Normal Gear  ,Stoop            ,Sink                 , Geology: Maynardville Limestone                         "
-84.270722,35.923667,AN39 PINNACLE CAVE           ,"Len:   243', VE:  55', Pit:   0 , Nr of Pits: 0 , Topo: Bethel Valley          , Elev:  990',Government Owned    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.264333,35.927278,AN40 TURTLE PIT              ,"Len:    15', VE:  46', Pit:  46', Nr of Pits: 1 , Topo: Bethel Valley          , Elev:  930',Government Owned    ,Rappel/Prusik,Pit              ,Hillside             , Geology: Maynardville Limestone                         "
-84.172361,36.026722,AN41 CHESTNUT RDG PARK C     ,"Len:    75', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev:  790',Government Owned    ,Boat/Swimming,Crawl            ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.222083,35.959500,AN42 RAINY KNOB CAVE         ,"Len:    80', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Lovell                 , Elev:  840',Government Owned    ,Wading       ,Stoop            ,Sink                 , Geology: Maynardville Limestone                         "
-84.280722,35.960333,AN43 WALKER BRANCH CAVE      ,"Len:    50', VE:   7', Pit:   0 , Nr of Pits: 0 , Topo: Bethel Valley          , Elev:  940',Government Owned    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Chepultepec Dolomite                           "
-84.031694,36.284944,AN44 CHAMBER POT             ,"Len:   250', VE:  45', Pit:  20', Nr of Pits: 1 , Topo: Demory                 , Elev: 1150',Government Park     ,Rappel/Prusik,Pit              ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-84.138194,36.227833,AN45 CHARLES HAWKINS CAVE    ,"Len:    55', VE:  12', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev: 1050',Private Property    ,Normal Gear  ,Stoop            ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-84.138472,36.227556,AN46 HAWKINS CRAWL           ,"Len:    50', VE:   6', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev: 1050',Private Property    ,Normal Gear  ,Crawl            ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-84.137639,36.229500,AN47 POTATO CAVE             ,"Len:   600', VE:  65', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev: 1120',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.195417,36.079500,AN48 RAZOR EDGE CAVE         ,"Len:    60', VE:  80', Pit:   0 , Nr of Pits: 0 , Topo: Clinton                , Elev: 1040',Private Property    ,Normal Gear  ,Chimney/Climb    ,Hillside             , Geology: Maynardville Limestone                         "
-84.203750,36.089500,AN49 SHETTERLY PIT           ,"Len:   474', VE:  63', Pit:  19', Nr of Pits: 1 , Topo: Clinton                , Elev: 1100',Private Property    ,Rappel/Prusik,Pit              ,Level Ground         , Geology: Maynardville Limestone                         "
-84.147083,35.998111,AN50 GRUFFY BUFF BLUFF C     ,"Len:   140', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Lovell                 , Elev:  870',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.251000,35.938944,AN51 HALF VIRGIN CAVE        ,"Len:    70', VE:  15', Pit:  10', Nr of Pits: 0 , Topo: Bethel Valley          , Elev:  810',Government Owned    ,Normal Gear  ,Stoop            ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.143889,36.227750,AN52 HAWKINS SINKHOLE        ,"Len:   175', VE:  70', Pit:   0 , Nr of Pits: 0 , Topo: Lake City              , Elev: 1110',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.272111,35.924778,AN53 OLD FARMER GATE CAVE    ,"Len:    75', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Bethel Valley          , Elev: 1000',Government Owned    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Maynardville Limestone                         "
-84.116806,36.127000,AN54 MOORE BRIDGE CAVE       ,"Len:   700', VE:  90', Pit:  61', Nr of Pits: 1 , Topo: Norris                 , Elev:  930',Private Property    ,Rappel/Prusik,Stoop            ,Hillside             , Geology: Mascot Dolomite                                "
-84.041528,36.135611,AN55 MOOORE GAP CAVE TOO     ,"Len:    55', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  940',Private Property    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Rome Formation                                 "
-84.227361,35.957556,AN56 RAINY KNOB WELL         ,"Len:    40', VE:  37', Pit:  37', Nr of Pits: 1 , Topo: Lovell                 , Elev:  940',Government Owned    ,Rappel/Prusik,Pit              ,Sink                 , Geology: Maynardville Limestone                         "
-84.244611,35.946722,AN57 BULL BLUFF CRACK        ,"Len:    50', VE:  40', Pit:   0 , Nr of Pits: 0 , Topo: Lovell                 , Elev:  950',Government Owned    ,Handline     ,Chimney/Climb    ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.244889,35.946167,AN58 BULL HOCKEY PIT         ,"Len:    30', VE:  40', Pit:  40', Nr of Pits: 1 , Topo: Lovell                 , Elev:  960',Government Owned    ,Rappel/Prusik,Chimney/Climb    ,Bluff or Outcrop     , Geology: Maynardville Limestone                         "
-84.044306,36.249472,AN59 LOST JIM CAVE           ,"Len:   300', VE:  40', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1080',Private Property    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.066528,36.187556,AN60 SAWMILL ROAD CAVE       ,"Len:   150', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  950',Private Property    ,Normal Gear  ,Chimney/Climb    ,Hillside             , Geology: Dot Formation                                  "
-84.049028,36.200611,AN61 DYNAMITE CAVE           ,"Len:   600', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  980',Private Property    ,Normal Gear  ,Stoop            ,Quarry               , Geology: Dot Formation                                  "
-84.048750,36.200889,AN62 MICHAEL CURTIN CAVE     ,"Len:   200', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  960',Private Property    ,Normal Gear  ,Stoop            ,Quarry               , Geology: Dot Formation                                  "
-84.045972,36.250000,AN63 EMERALD LAKE CAVE       ,"Len:  1000', VE:  60', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1090',Private Property    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.077589,36.168800,AN64 PARALLEL CRACK          ,"Len:    50', VE:   5', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  860',Private Property    ,Normal Gear  ,Crawl            ,Bluff or Outcrop     , Geology: Martin Creek Limestone                         "
-84.118550,36.191619,AN65 PEACH PIT               ,"Len:    50', VE:  30', Pit:  25', Nr of Pits: 1 , Topo: Norris                 , Elev:  890',Government Owned    ,Rappel/Prusik,Pit              ,Sink                 , Geology: Copper Ridge Dolomite                          "
-84.077450,36.168781,AN66 ROGERS CRACK            ,"Len:   195', VE:  26', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev:  860',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Martin Creek Limestone                         "
-83.995222,36.182694,AN67 HOLLANDER CAVE          ,"Len:   100', VE:  50', Pit:  15', Nr of Pits: 1 , Topo: Big Ridge Park         , Elev: 1050',Private Property    ,Rappel/Prusik,Pit              ,Sink                 , Geology: Maynardville Limestone                         "
-83.996347,36.239153,AN68 LONESOME HUNTER CAVE    ,"Len:    65', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Big Ridge Park         , Elev: 1056',Government Owned    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Chickamauga Limestone                          "
-84.058567,36.216475,AN69 NMW CAVE                ,"Len:    70', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1070',Government Owned    ,Normal Gear  ,Stoop            ,Sink                 , Geology: Chepultepec Dolomite                           "
-84.102900,36.220500,AN70 NORRIS SPRINGHOUSE C    ,"Len:   100', VE:  20', Pit:   0 , Nr of Pits: 0 , Topo: Norris                 , Elev: 1000',Government Owned    ,Normal Gear  ,Stoop            ,Sink                 , Geology: Copper Ridge Dolomite                          "
-83.691250,35.693389,BA1 BLOWING CAVE             ,"Len:  1150', VE:    ', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1360',Private Property    ,Normal Gear  ,Crawl            ,Bluff or Outcrop     , Geology: Knox Group                                     "
-83.748383,35.636933,BA2 WHITEOAK BLOWHOLE        ,"Len:  6089', VE: 439', Pit:  31', Nr of Pits: 1 , Topo: Wear Cove              , Elev: 1638',Government Park     ,Rappel/Prusik,Pit              ,Bluff or Outcrop     , Geology: Knox Group                                     "
-83.807122,35.644444,BA3 BULL CAVE                ,"Len: 11996', VE: 924', Pit: 169', Nr of Pits: 3 , Topo: Kinzel Springs         , Elev: 1785',Government Park     ,Rappel/Prusik,Chimney/Climb    ,Sink                 , Geology: Knox Group                                     "
-83.807061,35.646558,BA3E2 SNAKE DANCE ENTRANCE   ,"Len:      ', VE:    ', Pit: 143', Nr of Pits:14 , Topo: Kinzel Springs         , Elev: 2030',Government Park     ,Rappel/Prusik,Pit              ,Sink                 , Geology:                                                "
-83.805972,35.609500,BA4 GREGORYS CAVE            ,"Len:  1002', VE:  52', Pit:   0 , Nr of Pits: 0 , Topo: Cades Cove             , Elev: 1940',Government Park     ,Normal Gear  ,Stoop            ,Hillside             , Geology: Knox Group                                     "
-83.750278,35.652972,BA5 MITCHELL HOLLOW WELL     ,"Len:  1360', VE: 238', Pit: 150', Nr of Pits: 1 , Topo: Kinzel Springs         , Elev: 1470',Private Property    ,Rappel/Prusik,Pit              ,Hillside             , Geology: Knox Group                                     "
-83.815097,35.654531,BA6 KELLY RIDGE CAVE         ,"Len:  4498', VE: 559', Pit:  45', Nr of Pits: 3 , Topo: Kinzel Springs         , Elev: 1844',Private Property    ,Rappel/Prusik,Pit              ,Sink                 , Geology: Knox Group                                     "
-83.756992,35.638375,BA7 SCOTT GAP CAVE           ,"Len:   508', VE: 100', Pit:  30', Nr of Pits: 1 , Topo: Kinzel Springs         , Elev: 1750',Government Park     ,Rappel/Prusik,Pit              ,Sink                 , Geology: Knox Group                                     "
-84.170972,35.604778,BA8 SHADDON MILL CAVE        ,"Len:    75', VE:   5', Pit:   0 , Nr of Pits: 0 , Topo: Vonroe                 , Elev:  860',Private Property    ,Normal Gear  ,Crawl            ,                     , Geology: Knox Group                                     "
-83.716528,35.688667,BA9 SPRING CAVE              ,"Len:   100', VE:  10', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1160',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Knox Group                                     "
-83.755972,35.648667,BA10 TIPTON CAVE             ,"Len:   126', VE:  69', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1500',Private Property    ,Normal Gear  ,Large, walk-in   ,Hillside             , Geology: Knox Group                                     "
-83.773925,35.658042,BA11 TUCKALEECHEE CAVERNS    ,"Len:  5500', VE: 150', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1163',Commercial Cave     ,Normal Gear  ,Artifical Tunnel ,Wet-Weather Streambed, Geology: Knox Group                                     "
-83.836944,35.710583,BA12 HATCHER CAVE            ,"Len:   650', VE:  40', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1040',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Shady Dolomite                                 "
-83.818194,35.722556,BA13 WALLAND QUARRY CAVE     ,"Len:   112', VE:  26', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev:  940',Private Property    ,Normal Gear  ,Stoop            ,Quarry               , Geology: Shady Dolomite                                 "
-83.815139,35.723111,BA14 WALLAND BLUFF CAVE      ,"Len:   156', VE:  32', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1000',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Shady Dolomite                                 "
-83.760417,35.647278,BA15 DUNN PIT                ,"Len:    19', VE:  39', Pit:  33', Nr of Pits: 1 , Topo: Kinzel Springs         , Elev: 1430',Private Property    ,Rappel/Prusik,Pit              ,Hillside             , Geology: Knox Group                                     "
-83.755650,35.689136,BA16 DEAD DOG DEN CAVE       ,"Len:    80', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1180',Private Property    ,Normal Gear  ,Stoop            ,Bluff or Outcrop     , Geology: Knox Group                                     "
-83.717639,35.670917,BA17 LOST KEY CAVE           ,"Len:   150', VE:  30', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1140',Private Property    ,Normal Gear  ,Crawl            ,Bluff or Outcrop     , Geology: Lenoir Limestone                               "
-83.815925,35.653528,BA18 ICE HOUSE CAVE          ,"Len:   175', VE: 104', Pit:  35', Nr of Pits: 2 , Topo: Kinzel Springs         , Elev: 1830',Private Property    ,Rappel/Prusik,Very Wide Pit    ,Inflowing Stream     , Geology: Knox Group                                     "
-83.806133,35.644847,BA19 CALF CAVE NR1           ,"Len:   210', VE:  51', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1885',Government Park     ,Normal Gear  ,Stoop            ,Sink                 , Geology: Knox Group                                     "
-83.806097,35.644811,BA20 CALF CAVE NR2           ,"Len:   182', VE:  45', Pit:  20', Nr of Pits: 1 , Topo: Kinzel Springs         , Elev: 1889',Government Park     ,Rappel/Prusik,Chimney/Climb    ,Sink                 , Geology: Knox Group                                     "
-83.707083,35.691722,BA21 BONNER HOLLOW CAVE      ,"Len:   165', VE:  16', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1200',Private Property    ,Normal Gear  ,Stoop            ,Hillside             , Geology: Knox Group                                     "
-83.812889,35.651583,BA22 RICH MOUNTAIN CAVE      ,"Len:   148', VE: 122', Pit:  30', Nr of Pits: 2 , Topo: Kinzel Springs         , Elev: 1900',Private Property    ,Rappel/Prusik,Stoop            ,Bluff or Outcrop     , Geology: Jonesboro Limestone                            "
-83.670972,35.669222,BA23 BEAR DEN BLUFF CAVE     ,"Len:    80', VE:  25', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1700',Government Park     ,Normal Gear  ,Extremely Big    ,Bluff or Outcrop     , Geology: Ocoee Series                                   "
-83.738750,35.665056,BA24 MOSQUITO CAVE           ,"Len:    65', VE:    ', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1210',Private Property    ,Normal Gear  ,Crawl            ,Hillside             , Geology: Knox Group                                     "
-83.693139,35.693972,BA25 PAW PAW PIT             ,"Len:     6', VE:  33', Pit:  33', Nr of Pits: 1 , Topo: Wear Cove              , Elev: 1440',Private Property    ,Rappel/Prusik,Pit              ,Hillside             , Geology: Knox Group                                     "
-83.744864,35.636075,BA26 RAINBOW CAVE            ,"Len:   590', VE:  80', Pit:  34', Nr of Pits: 2 , Topo: Wear Cove              , Elev: 1647',Government Park     ,Rappel/Prusik,Extremely Big    ,Inflowing Stream     , Geology: Knox Group                                     "
-83.748000,35.639064,BA27 WHITEOAK SALTPETER C    ,"Len:   450', VE:  49', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1754',Government Park     ,Normal Gear  ,Crawl            ,Sink                 , Geology: Jonesboro Limestone                            "
-83.695667,35.668111,BA28 LITTLE RIVER GORGE C    ,"Len:   100', VE:  15', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1380',Government Park     ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Ocoee Series                                   "
-83.755972,35.677833,BA29 WEBB CAVE               ,"Len:    56', VE:  16', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1030',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Knox Group                                     "
-83.884861,35.807833,BA30 LITTLE RIVER BLUFF C    ,"Len:   899', VE:  40', Pit:  10', Nr of Pits: 0 , Topo: Maryville              , Elev:  880',Private Property    ,Normal Gear  ,Large, walk-in   ,Bluff or Outcrop     , Geology: Copper Ridge Dolomite                          "
-83.919306,35.822833,BA31 HARPER CAVE             ,"Len:   400', VE:    ', Pit:   0 , Nr of Pits: 0 , Topo: Maryville              , Elev:  850',Private Property    ,Normal Gear  ,Artifical Tunnel ,Underwater           , Geology: Rutledge Limestone                             "
-83.682222,35.701406,BA32 PATTERSON HOLLOW C      ,"Len:  2000', VE:  90', Pit:   0 , Nr of Pits: 0 , Topo: Wear Cove              , Elev: 1663',Private Property    ,Normal Gear  ,Large, walk-in   ,Sink                 , Geology: Knox Group                                     "
-83.787694,35.739500,BA33 WATERTOWN CAVE          ,"Len:   110', VE:   5', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1020',Private Property    ,Normal Gear  ,Stoop            ,Spring               , Geology: Shady Dolomite                                 "
-84.070139,35.836167,BA34 SHEEP PEN BLUFF NR1     ,"Len:    50', VE:    ', Pit:   0 , Nr of Pits: 0 , Topo: Louisville             , Elev:  860',Private Property    ,Normal Gear  ,Stoop            ,Bluff or Outcrop     , Geology: Holston Marble                                 "
-83.796528,35.740333,BA35 EAST MOUNTAIN CAVE      ,"Len:    50', VE:  22', Pit:   0 , Nr of Pits: 0 , Topo: Kinzel Springs         , Elev: 1160',Private Property    ,Normal Gear  ,Crawl            ,Sink                 , Geology: Shady Dolomite                                 "
-83.803667,35.653944,BA36 LAWSON PIT              ,"Len:    30', VE:  45', Pit:  45', Nr of Pits: 1 , Topo: Kinzel Springs         , Elev: 1370',Private Property    ,Rappel/Prusik,Pit Bells Out    ,                     , Geology: Knox Group                                     "
